id,text,food_code,product_name,representative_ingredient,middle_category,serving_size,daily_intake_frequency,source_name,data_created_date,nutrient_count
hff_F101-027270000-0018,"제품명: 레고 라피트 리커버리 초콜릿맛(단백질 보충용) - 1.6kg 분류: 단백질 영양성분 제공 단위량: 50000mg 복용/섭취 기준: 1회분량 3스쿱, 1회분량중량/부피 50000mg, 1일섭취횟수 1회 주요 영양성분: 에너지 180kcal, 단백질 20g, 지방 1.3g, 탄수화물 23g, 당류 5g, 나트륨 200mg, 티아민 0.5mg, 리보플라빈 0.6mg, 포화지방산 0.2g 제조/수입 정보: 제조사 SIS(SCIENCE IN SPORT)LIMITED, 수입업체 주식회사 펜솔루션, 원산지 영국 출처: 식품의약품안전처",F101-027270000-0018,레고 라피트 리커버리 초콜릿맛(단백질 보충용) - 1.6kg,단백질,단백질,3스쿱,1회,식품의약품안전처,2023-03-10,9
hff_F103-001010000-0438,"제품명: 레드 알티지 오메가3 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1250mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 1250mg, 1일섭취횟수 1회 주요 영양성분: 에너지 10kcal, 단백질 0g, 지방 1g, 탄수화물 0g, 나트륨 0mg, 비타민 D 10μg 제조/수입 정보: 제조사 ESSEL BIOPHARM, CORP, 수입업체 바이오랩스, 원산지 미국 출처: 식품의약품안전처",F103-001010000-0438,레드 알티지 오메가3,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1캡슐,1회,식품의약품안전처,2023-08-25,6
hff_F103-001010000-0439,"제품명: 레드 알티지 오메가3 솔루션 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1250mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 1250mg, 1일섭취횟수 1회 주요 영양성분: 에너지 10kcal, 단백질 0g, 지방 1g, 탄수화물 0g, 나트륨 0mg, 비타민 D 10μg 제조/수입 정보: 제조사 GMP NUTRITION ENTERPRISES INC., 수입업체 주식회사 비타플러스, 원산지 미국 출처: 식품의약품안전처",F103-001010000-0439,레드 알티지 오메가3 솔루션,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1캡슐,1회,식품의약품안전처,2024-05-14,6
hff_F103-001010000-0440,"제품명: 레드콜 징코부스터 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1200mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 1200mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 주식회사 지에스생활건강(GS), 원산지 미국 출처: 식품의약품안전처",F103-001010000-0440,레드콜 징코부스터,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1캡슐,1회,식품의약품안전처,2025-02-25,5
hff_F101-014140000-0020,"제품명: 레스비타-C 분류: 비타민 C 영양성분 제공 단위량: 700mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 700mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 나트륨 0mg, 비타민 C 130mg 제조/수입 정보: 제조사 THE HEALTH LAB LIMITED, 수입업체 내추럴프러스, 원산지 뉴질랜드 출처: 식품의약품안전처",F101-014140000-0020,레스비타-C,비타민 C,비타민 C,1캡슐,1회,식품의약품안전처,2022-10-12,6
hff_F103-002020000-0075,"제품명: 레스큐 에이치 분류: 복합제품류 영양성분 제공 단위량: 1280mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1280mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 나트륨 0mg 제조/수입 정보: 제조사 ESSENTIAL PHARMACEUTICAL CORP, 수입업체 유인기업(주), 원산지 미국 출처: 식품의약품안전처",F103-002020000-0075,레스큐 에이치,복합제품류,"복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2024-05-09,5
hff_F103-001010000-0441,"제품명: 레스트 메이트 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1200mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1200mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 나트륨 0mg, 티아민 2.4mg, 리보플라빈 2.8mg, 비타민 C 100mg 제조/수입 정보: 제조사 NATURAL LIFE NUTRITION INC., 수입업체 (주)피디에이치아이엔씨, 원산지 캐나다 출처: 식품의약품안전처",F103-001010000-0441,레스트 메이트,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-06-13,8
hff_F102-017170000-0001,"제품명: 레시틴 1200 분류: 레시틴 영양성분 제공 단위량: 1200mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 1200mg, 1일섭취횟수 1회 주요 영양성분: 에너지 10kcal, 단백질 0g, 지방 1g, 탄수화물 0g, 나트륨 0mg 제조/수입 정보: 제조사 NATURAL LIFE NUTRITION INC., 수입업체 (주)케이에스아이트레이딩, 원산지 캐나다 출처: 식품의약품안전처",F102-017170000-0001,레시틴 1200,레시틴,레시틴,1캡슐,1회,식품의약품안전처,2022-06-16,5
hff_F102-017170000-0002,"제품명: 레시틴 몬스터 분류: 레시틴 영양성분 제공 단위량: 5000mg 복용/섭취 기준: 1회분량 1스쿱, 1회분량중량/부피 5000mg, 1일섭취횟수 2회 주요 영양성분: 에너지 25kcal, 단백질 0g, 지방 2.5g, 탄수화물 0.5g, 나트륨 0mg 제조/수입 정보: 제조사 EP INNOVATION, 수입업체 주식회사 에카컴, 원산지 미국 출처: 식품의약품안전처",F102-017170000-0002,레시틴 몬스터,레시틴,레시틴,1스쿱,2회,식품의약품안전처,2024-08-08,5
hff_F103-001010000-0442,"제품명: 레시피 더블유 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1388mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1388mg, 1일섭취횟수 1회 주요 영양성분: 에너지 5kcal, 단백질 0g, 지방 0g, 탄수화물 1g, 칼슘 220mg, 나트륨 0mg, 티아민 1.2mg, 리보플라빈 1.4mg, 비타민 C 66mg 제조/수입 정보: 제조사 ACANDA BIOTECHNOLOGIES (CANADA) LIMITED, 수입업체 (주) 엔라이즈, 원산지 캐나다 출처: 식품의약품안전처",F103-001010000-0442,레시피 더블유,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2022-10-25,9
hff_F102-050500000-0041,"제품명: 레이디 S9 프로바이오틱스 분류: 프로바이오틱스 영양성분 제공 단위량: 500mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH INC, 수입업체 (주)리슨코리아, 원산지 미국 출처: 식품의약품안전처",F102-050500000-0041,레이디 S9 프로바이오틱스,프로바이오틱스,프로바이오틱스,1캡슐,1회,식품의약품안전처,2023-06-26,5
hff_F101-014140000-0021,"제품명: 렌사 분류: 비타민 C 영양성분 제공 단위량: 475mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 475mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 당류 0g, 나트륨 0mg, 비타민 C 70mg 제조/수입 정보: 제조사 CSB NUTRITION CORPORATION, 수입업체 한국클라우드베리뉴트리쇼널스 주식회사, 원산지 미국 출처: 식품의약품안전처",F101-014140000-0021,렌사,비타민 C,비타민 C,1캡슐,1회,식품의약품안전처,2022-11-28,7
hff_F101-014140000-0022,"제품명: 렌사 플러스 분류: 비타민 C 영양성분 제공 단위량: 475mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 475mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 당류 0g, 나트륨 0mg, 비타민 C 70mg 제조/수입 정보: 제조사 UST MFG.,LLC, 수입업체 한국클라우드베리뉴트리쇼널스 주식회사, 원산지 미국 출처: 식품의약품안전처",F101-014140000-0022,렌사 플러스,비타민 C,비타민 C,1캡슐,1회,식품의약품안전처,2023-09-13,7
hff_F102-015150000-0005,"제품명: 렛잇츄 오메가-3 츄어블 분류: EPA 및 DHA 함유 유지 영양성분 제공 단위량: 3600mg 복용/섭취 기준: 1회분량 1개, 1회분량중량/부피 3600mg, 1일섭취횟수 3회 주요 영양성분: 에너지 18kcal, 단백질 0g, 지방 0.8g, 탄수화물 2.6g, 당류 1.7g, 나트륨 0mg 제조/수입 정보: 제조사 BONCHA BONCHA INTERNATIONAL COMPANY LIMITED, 수입업체 (주)아이비에스, 원산지 대만 출처: 식품의약품안전처",F102-015150000-0005,렛잇츄 오메가-3 츄어블,EPA 및 DHA 함유 유지,EPA 및 DHA 함유 유지,1개,3회,식품의약품안전처,2023-09-01,6
hff_F103-001010000-0443,"제품명: 로디올라 플러스 엘테아닌 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 700mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 700mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 나트륨 0mg, 티아민 3.5mg, 리보플라빈 4mg 제조/수입 정보: 제조사 TNC LTD., 수입업체 뉴트리코리아(주), 원산지 캐나다 출처: 식품의약품안전처",F103-001010000-0443,로디올라 플러스 엘테아닌,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1캡슐,1회,식품의약품안전처,2024-12-11,7
hff_F101-011110000-0001,"제품명: 로리파마 인터내셔널 이노폴릭 HP 분류: 엽산 영양성분 제공 단위량: 2100mg 복용/섭취 기준: 1회분량 1포, 1회분량중량/부피 2100mg, 1일섭취횟수 1회 주요 영양성분: 에너지 8kcal, 단백질 0g, 지방 0g, 탄수화물 2g, 나트륨 0mg 제조/수입 정보: 제조사 FMC SRL, 수입업체 (주) 프리파마 인터내셔널, 원산지 이탈리아 출처: 식품의약품안전처",F101-011110000-0001,로리파마 인터내셔널 이노폴릭 HP,엽산,엽산,1포,1회,식품의약품안전처,2022-08-30,5
hff_F103-002020000-0077,"제품명: 로얄 골드 포르테 분류: 복합제품류 영양성분 제공 단위량: 1650mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1650mg, 1일섭취횟수 2회 주요 영양성분: 에너지 4kcal, 단백질 1g, 지방 0g, 탄수화물 0g, 나트륨 0mg, 티아민 3mg, 리보플라빈 1.75mg, 비타민 C 50mg 제조/수입 정보: 제조사 PHC PRODUCTS LTD., 수입업체 (주)피디에이치아이엔씨, 원산지 캐나다 출처: 식품의약품안전처",F103-002020000-0077,로얄 골드 포르테,복합제품류,"복합제품(영양소, 기능성)",1정,2회,식품의약품안전처,2023-01-10,8
hff_F103-002020000-0076,"제품명: 로얄 골드 포르테 분류: 복합제품류 영양성분 제공 단위량: 1650mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1650mg, 1일섭취횟수 2회 주요 영양성분: 에너지 4kcal, 단백질 1g, 지방 0g, 탄수화물 0g, 나트륨 0mg, 티아민 3mg, 리보플라빈 1.75mg, 비타민 C 50mg 제조/수입 정보: 제조사 NATURAL IMMIX HEALTH LIMITED, 수입업체 (주)피디에이치아이엔씨, 원산지 캐나다 출처: 식품의약품안전처",F103-002020000-0076,로얄 골드 포르테,복합제품류,"복합제품(영양소, 기능성)",1정,2회,식품의약품안전처,2023-12-06,8
hff_F103-001010000-0444,"제품명: 로얄 뮤코다당.단백 콘드로이친 1200 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 2050mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 2050mg, 1일섭취횟수 1회 주요 영양성분: 에너지 6kcal, 단백질 1g, 지방 0g, 탄수화물 0.5g, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 디비바이오 주식회사, 원산지 미국 출처: 식품의약품안전처",F103-001010000-0444,로얄 뮤코다당.단백 콘드로이친 1200,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2024-07-12,5
hff_F103-002020000-0078,"제품명: 로얄 빅 파워 분류: 복합제품류 영양성분 제공 단위량: 3300mg 복용/섭취 기준: 1회분량 2정, 1회분량중량/부피 3300mg, 1일섭취횟수 1회 주요 영양성분: 에너지 5kcal, 단백질 1g, 지방 0g, 탄수화물 0g, 나트륨 0mg, 티아민 5mg, 리보플라빈 3mg, 비타민 C 100mg 제조/수입 정보: 제조사 NUTRA BIO CANADA, 수입업체 (주)더블유에이치글로벌, 원산지 캐나다 출처: 식품의약품안전처",F103-002020000-0078,로얄 빅 파워,복합제품류,"복합제품(영양소, 기능성)",2정,1회,식품의약품안전처,2024-05-17,8
hff_F103-001010000-0445,"제품명: 로얄 알티지 오메가-3 골드 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1309mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 1309mg, 1일섭취횟수 1회 주요 영양성분: 에너지 10kcal, 단백질 0g, 지방 1.2g, 탄수화물 0g, 나트륨 0mg, 비타민 D 25μg 제조/수입 정보: 제조사 US PHARMATECH INC, 수입업체 디비바이오 주식회사, 원산지 미국 출처: 식품의약품안전처",F103-001010000-0445,로얄 알티지 오메가-3 골드,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1캡슐,1회,식품의약품안전처,2023-04-24,6
hff_F103-001010000-0446,"제품명: 로얄 알티지 오메가-3 앤 징코 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 1200mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 1200mg, 1일섭취횟수 1회 주요 영양성분: 에너지 10kcal, 단백질 0g, 지방 1g, 탄수화물 1g, 나트륨 0mg, 비타민 D 25μg 제조/수입 정보: 제조사 ORIGINBIO, 수입업체 오리진코리아(OriginKorea), 원산지 미국 출처: 식품의약품안전처",F103-001010000-0446,로얄 알티지 오메가-3 앤 징코,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1캡슐,1회,식품의약품안전처,2022-03-31,6
hff_F103-002020000-0079,"제품명: 로얄 파워 비타 분류: 복합제품류 영양성분 제공 단위량: 1650mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1650mg, 1일섭취횟수 2회 주요 영양성분: 에너지 3kcal, 단백질 0.5g, 지방 0g, 탄수화물 0g, 나트륨 0mg, 티아민 2.5mg, 리보플라빈 1.5mg, 비타민 C 50mg 제조/수입 정보: 제조사 NUTRA BIO CANADA, 수입업체 와이엠 팜, 원산지 캐나다 출처: 식품의약품안전처",F103-002020000-0079,로얄 파워 비타,복합제품류,"복합제품(영양소, 기능성)",1정,2회,식품의약품안전처,2025-06-26,8
hff_F103-002020000-0080,"제품명: 로얄 파워 포르테 분류: 복합제품류 영양성분 제공 단위량: 1300mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1300mg, 1일섭취횟수 2회 주요 영양성분: 에너지 8kcal, 단백질 2g, 지방 0g, 탄수화물 0g, 나트륨 0mg, 티아민 2.5mg, 리보플라빈 1mg, 비타민 C 50mg 제조/수입 정보: 제조사 LIFEBLOOM CORP., 수입업체 이지메디칼, 원산지 미국 출처: 식품의약품안전처",F103-002020000-0080,로얄 파워 포르테,복합제품류,"복합제품(영양소, 기능성)",1정,2회,식품의약품안전처,2022-03-24,8
hff_F103-002020000-0081,"제품명: 로얄 프로맥스 분류: 복합제품류 영양성분 제공 단위량: 1768mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1768mg, 1일섭취횟수 2회 주요 영양성분: 에너지 5kcal, 단백질 1g, 지방 0g, 탄수화물 0.5g, 나트륨 0mg, 티아민 11mg, 리보플라빈 6mg 제조/수입 정보: 제조사 PREMIUM NATURAL ONE PRODUCTS LTD., 수입업체 오스틴제약주식회사, 원산지 캐나다 출처: 식품의약품안전처",F103-002020000-0081,로얄 프로맥스,복합제품류,"복합제품(영양소, 기능성)",1정,2회,식품의약품안전처,2023-07-17,7
hff_F103-001010000-0448,"제품명: 로얄 프로바이오 슬림 8000 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 500mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH INC, 수입업체 (주)네이쳐스 생명과학, 원산지 미국 출처: 식품의약품안전처",F103-001010000-0448,로얄 프로바이오 슬림 8000,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1캡슐,1회,식품의약품안전처,2023-05-08,5
hff_F103-001010000-0447,"제품명: 로얄 프로바이오 슬림 8000 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 500mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 (주)네이쳐스 생명과학, 원산지 미국 출처: 식품의약품안전처",F103-001010000-0447,로얄 프로바이오 슬림 8000,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1캡슐,1회,식품의약품안전처,2024-04-03,5
hff_F103-001010000-0450,"제품명: 로얄 프로바이오틱스 골드 플러스 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 500mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 나트륨 0mg 제조/수입 정보: 제조사 MAISON PHARMTEC CORP., 수입업체 (주)그린파마, 원산지 미국 출처: 식품의약품안전처",F103-001010000-0450,로얄 프로바이오틱스 골드 플러스,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1캡슐,1회,식품의약품안전처,2025-02-13,5
hff_F103-001010000-0449,"제품명: 로얄 프로바이오틱스 골드 플러스 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 500mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH INC, 수입업체 디비바이오 주식회사, 원산지 미국 출처: 식품의약품안전처",F103-001010000-0449,로얄 프로바이오틱스 골드 플러스,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1캡슐,1회,식품의약품안전처,2023-10-18,5
hff_F103-001010000-0451,"제품명: 로얄 프로바이오틱스 골드 플러스 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 500mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 디비바이오 주식회사, 원산지 미국 출처: 식품의약품안전처",F103-001010000-0451,로얄 프로바이오틱스 골드 플러스,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1캡슐,1회,식품의약품안전처,2024-06-11,5
hff_F102-007070000-0009,"제품명: 로얄 프로폴리스 플러스 분류: 프로폴리스추출물 영양성분 제공 단위량: 1000mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 1000mg, 1일섭취횟수 1회 주요 영양성분: 에너지 10kcal, 단백질 0g, 지방 1g, 탄수화물 0g, 나트륨 0mg 제조/수입 정보: 제조사 GMP PHARMACEUTICALS LTD., 수입업체 (주)에스엠홀푸드, 원산지 뉴질랜드 출처: 식품의약품안전처",F102-007070000-0009,로얄 프로폴리스 플러스,프로폴리스추출물,프로폴리스추출물,1캡슐,1회,식품의약품안전처,2022-11-15,5
hff_F102-015150000-0006,"제품명: 로얄 프리미엄 알티지 오메가-3 분류: EPA 및 DHA 함유 유지 영양성분 제공 단위량: 2422mg 복용/섭취 기준: 1회분량 2캡슐, 1회분량중량/부피 2422mg, 1일섭취횟수 1회 주요 영양성분: 에너지 20kcal, 단백질 0g, 지방 2.2g, 탄수화물 0g, 나트륨 0mg 제조/수입 정보: 제조사 PREMIUM NATURAL ONE PRODUCTS LTD., 수입업체 주식회사 내츄럴홀딩스, 원산지 캐나다 출처: 식품의약품안전처",F102-015150000-0006,로얄 프리미엄 알티지 오메가-3,EPA 및 DHA 함유 유지,EPA 및 DHA 함유 유지,2캡슐,1회,식품의약품안전처,2023-02-03,5
hff_F103-001010000-0452,"제품명: 로얄 프리미엄 프로바이오틱스 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 500mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH INC, 수입업체 이니시아, 원산지 미국 출처: 식품의약품안전처",F103-001010000-0452,로얄 프리미엄 프로바이오틱스,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1캡슐,1회,식품의약품안전처,2022-09-14,5
hff_F103-001010000-0453,"제품명: 로얄 프리미엄 프로바이오틱스 플러스 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 500mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 500mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 나트륨 0mg 제조/수입 정보: 제조사 US PHARMATECH INC, 수입업체 이니시아, 원산지 미국 출처: 식품의약품안전처",F103-001010000-0453,로얄 프리미엄 프로바이오틱스 플러스,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1캡슐,1회,식품의약품안전처,2022-11-16,5
hff_F103-001010000-0455,"제품명: 로얄 혈당케어 바나바 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 850mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 850mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 당류 0g, 나트륨 0mg, 티아민 1mg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 주식회사 아이앤유네트웍스, 원산지 미국 출처: 식품의약품안전처",F103-001010000-0455,로얄 혈당케어 바나바,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2024-08-14,7
hff_F103-001010000-0454,"제품명: 로얄 혈당케어 바나바 분류: 복합제품(영양소, 기능성) 영양성분 제공 단위량: 850mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 850mg, 1일섭취횟수 1회 주요 영양성분: 에너지 0kcal, 단백질 0g, 지방 0g, 탄수화물 0g, 당류 0g, 나트륨 0mg, 티아민 1mg 제조/수입 정보: 제조사 US PHARMATECH INC, 수입업체 주식회사 아이앤유네트웍스, 원산지 미국 출처: 식품의약품안전처",F103-001010000-0454,로얄 혈당케어 바나바,"복합제품(영양소, 기능성)","복합제품(영양소, 기능성)",1정,1회,식품의약품안전처,2023-08-08,7
hff_F101-004040000-0002,"제품명: 로얄골드 분류: 비타민 E 영양성분 제공 단위량: 1000mg 복용/섭취 기준: 1회분량 1캡슐, 1회분량중량/부피 1000mg, 1일섭취횟수 1회 주요 영양성분: 에너지 10kcal, 단백질 0g, 지방 1g, 탄수화물 0g 제조/수입 정보: 제조사 GMP PHARMACEUTICALS LTD., 수입업체 (주)통라이프, 원산지 뉴질랜드 출처: 식품의약품안전처",F101-004040000-0002,로얄골드,비타민 E,비타민 E,1캡슐,1회,식품의약품안전처,2022-05-02,4
hff_F103-002020000-0083,"제품명: 로얄맥스 분류: 복합제품류 영양성분 제공 단위량: 1300mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1300mg, 1일섭취횟수 2회 주요 영양성분: 에너지 8kcal, 단백질 2g, 지방 0g, 탄수화물 0g, 나트륨 0mg, 티아민 1.25mg, 리보플라빈 0.5mg, 비타민 C 25mg 제조/수입 정보: 제조사 B&A HEALTH PRODUCTS CO., 수입업체 이지메디칼, 원산지 미국 출처: 식품의약품안전처",F103-002020000-0083,로얄맥스,복합제품류,"복합제품(영양소, 기능성)",1정,2회,식품의약품안전처,2024-08-20,8
hff_F103-002020000-0082,"제품명: 로얄맥스 분류: 복합제품류 영양성분 제공 단위량: 1300mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1300mg, 1일섭취횟수 2회 주요 영양성분: 에너지 8kcal, 단백질 2g, 지방 0g, 탄수화물 0g, 나트륨 0mg, 티아민 2.5mg, 리보플라빈 1mg, 비타민 C 50mg 제조/수입 정보: 제조사 LIFEBLOOM CORP., 수입업체 이지메디칼, 원산지 미국 출처: 식품의약품안전처",F103-002020000-0082,로얄맥스,복합제품류,"복합제품(영양소, 기능성)",1정,2회,식품의약품안전처,2025-01-06,8
hff_F103-002020000-0084,"제품명: 로얄맥스탑 분류: 복합제품류 영양성분 제공 단위량: 1400mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1400mg, 1일섭취횟수 2회 주요 영양성분: 에너지 3kcal, 단백질 0.25g, 지방 0g, 탄수화물 0.25g, 나트륨 0mg, 티아민 1.17mg, 리보플라빈 1mg, 비타민 C 17.5mg 제조/수입 정보: 제조사 PRIME HEALTH LTD., 수입업체 디비바이오 주식회사, 원산지 캐나다 출처: 식품의약품안전처",F103-002020000-0084,로얄맥스탑,복합제품류,"복합제품(영양소, 기능성)",1정,2회,식품의약품안전처,2022-11-10,8
hff_F103-002020000-0085,"제품명: 로얄민골드 분류: 복합제품류 영양성분 제공 단위량: 1300mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1300mg, 1일섭취횟수 2회 주요 영양성분: 에너지 8kcal, 단백질 2g, 지방 0g, 탄수화물 0g, 나트륨 0mg, 티아민 2.5mg, 리보플라빈 1mg, 비타민 C 50mg 제조/수입 정보: 제조사 US PHARMATECH INC, 수입업체 휴바이오팜 주식회사, 원산지 미국 출처: 식품의약품안전처",F103-002020000-0085,로얄민골드,복합제품류,"복합제품(영양소, 기능성)",1정,2회,식품의약품안전처,2023-10-10,8
hff_F103-002020000-0086,"제품명: 로얄민골드 분류: 복합제품류 영양성분 제공 단위량: 1300mg 복용/섭취 기준: 1회분량 1정, 1회분량중량/부피 1300mg, 1일섭취횟수 2회 주요 영양성분: 에너지 8kcal, 단백질 2g, 지방 0g, 탄수화물 0g, 나트륨 0mg, 티아민 2.5mg, 리보플라빈 1mg, 비타민 C 50mg 제조/수입 정보: 제조사 US PHARMATECH NV INC., 수입업체 휴바이오팜 주식회사, 원산지 미국 출처: 식품의약품안전처",F103-002020000-0086,로얄민골드,복합제품류,"복합제품(영양소, 기능성)",1정,2회,식품의약품안전처,2024-09-04,8
